City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,korla,41.7597,86.1469,22.24,21,100,3.07,CN,1713323520
280,farim,12.4839,-15.2217,22.66,74,12,1.69,GW,1713323276
281,barcelos,41.5388,-8.6151,17.6,73,0,2.45,PT,1713323276
282,westport,41.1415,-73.3579,13.4,62,0,2.57,US,1713323277
283,colac,-38.3333,143.5833,15.09,62,100,2.54,AU,1713323521
284,chak one hundred twenty nine left,30.4333,73.05,26.8,33,48,2.69,PK,1713323277
285,brisas de zicatela,15.8369,-97.0419,27.58,71,18,2.11,MX,1713323277
286,aljezur,37.3191,-8.8033,14.92,73,100,2.36,PT,1713323521
287,nadym,65.5333,72.5167,1.09,99,100,6.51,RU,1713323278
288,tateyama,34.9833,139.8667,19.54,80,5,8.73,JP,1713323521
289,san antonio de pale,-1.4014,5.6325,28.05,79,97,3.92,GQ,1713323522
290,princeville,45.7668,-61.2985,4.68,95,65,0.73,CA,1713323522
291,kristiansund,63.1115,7.732,2.36,75,5,1.54,NO,1713323278
292,carnarvon,-24.8667,113.6333,28.22,53,66,3.19,AU,1713323522
293,remire-montjoly,4.9167,-52.2667,27.02,89,75,3.09,GF,1713323279
294,maitum,6.0392,124.4986,30.97,66,56,3.51,PH,1713323522
295,churapcha,62.0025,132.4325,-0.14,88,100,3.77,RU,1713323523
296,nong kung si,16.65,103.3,35.32,29,9,3.78,TH,1713323279
297,mankono,8.0586,-6.1897,25.14,76,89,2.31,CI,1713323280
298,dunedin,-45.8742,170.5036,15.45,73,4,2.24,NZ,1713323324
299,guapi,2.5708,-77.8854,25.27,94,100,1.43,CO,1713323280
300,badger,64.8,-147.5333,8.95,31,75,0.0,US,1713323280
301,zavodskoy,43.4597,132.2922,15.77,48,40,6.0,RU,1713323280
302,fallon,39.4735,-118.7774,16.17,39,75,2.06,US,1713323523
303,mount isa,-20.7333,139.5,29.87,54,100,3.09,AU,1713323524
304,lazaro cardenas,17.9583,-102.2,23.82,84,15,0.73,MX,1713323524
305,chonchi,-42.6128,-73.8092,10.62,98,34,0.66,CL,1713323281
306,chu,43.5983,73.7614,12.93,84,100,3.56,KZ,1713323281
307,pavilosta,56.8879,21.1859,2.95,92,94,4.39,LV,1713323524
308,fale old settlement,-9.3852,-171.2468,29.04,73,52,2.52,TK,1713323524
309,queenstown,-31.8976,26.8753,12.32,71,0,1.3,ZA,1713323524
310,fort wellington,6.4,-57.6,27.63,80,70,5.43,GY,1713323282
311,fall river,41.7015,-71.1551,13.33,67,0,0.0,US,1713323525
312,zilair,52.2332,57.4392,8.14,94,100,2.97,RU,1713323282
313,al aaroui,35.0118,-3.0045,24.14,44,0,0.69,MA,1713323525
314,villa gesell,-37.2639,-56.973,14.47,86,100,8.97,AR,1713323525
315,wanning,18.8003,110.3967,30.45,64,4,7.19,CN,1713323283
316,zhangye,38.9342,100.4517,20.89,13,61,4.87,CN,1713323283
317,le portel,50.7056,1.5757,6.83,78,100,6.17,FR,1713323283
318,coquimbo,-29.9533,-71.3436,17.13,70,42,2.94,CL,1713323526
319,talakan,50.3167,130.3667,13.45,44,0,2.73,RU,1713323526
320,conceicao do coite,-11.5639,-39.2828,21.84,95,100,2.4,BR,1713323284
321,cockburn town,21.4612,-71.1419,25.38,79,2,7.91,TC,1713323526
322,onega,63.9061,38.1404,-7.55,85,100,3.92,RU,1713323284
323,tamanrasset,22.785,5.5228,17.95,17,0,3.6,DZ,1713323526
324,bowen,-20.0167,148.2333,27.83,66,89,6.87,AU,1713323284
325,dongola,19.1667,30.4833,24.15,16,2,3.32,SD,1713323527
326,tchintabaraden,15.8969,5.7985,24.89,13,2,4.21,NE,1713323527
327,dalbandin,28.8947,64.4101,16.0,87,100,2.3,PK,1713323527
328,peniche,39.3558,-9.3811,13.95,92,100,6.79,PT,1713323527
329,polyarnyy,69.1989,33.4478,-7.09,82,100,3.09,RU,1713323285
330,sidi khaled,34.387,4.9879,20.58,35,0,4.36,DZ,1713323528
331,al mijlad,11.0333,27.7333,25.37,12,94,5.04,SD,1713323528
332,puerto ayora,-0.7393,-90.3518,24.19,98,90,1.34,EC,1713323286
333,calingasta,-31.3308,-69.4078,16.17,28,0,1.72,AR,1713323528
334,stiens,53.2623,5.7577,7.21,84,75,4.12,NL,1713323286
335,moose jaw,50.4001,-105.5344,3.49,89,99,8.56,CA,1713323528
336,keflavik,64.0049,-22.5624,2.24,87,100,10.8,IS,1713323529
337,talara,-4.5772,-81.2719,22.09,78,81,6.38,PE,1713323287
338,myeik,12.4333,98.6,31.33,65,17,1.64,MM,1713323529
339,preston,53.7667,-2.7167,6.99,77,49,6.67,GB,1713323529
340,alcaniz,41.05,-0.1333,9.44,64,1,11.49,ES,1713323529
341,hammerfest,70.6634,23.6821,-3.75,68,100,1.54,NO,1713323288
342,lospalos,-8.5186,127.0025,28.22,64,87,5.15,TL,1713323530
343,tamandare,-8.7597,-35.1047,26.45,81,100,1.49,BR,1713323530
344,san luis de la loma,17.2706,-100.8939,25.9,72,23,2.45,MX,1713323288
345,nuku'alofa,-21.1333,-175.2,28.19,74,75,5.66,TO,1713323289
346,sinabang,2.4803,96.3801,27.63,80,100,0.88,ID,1713323289
347,tucuma,-0.1833,-50.05,25.43,94,100,2.24,BR,1713323289
348,zemio,5.0314,25.1361,22.66,81,100,1.25,CF,1713323530
349,aberystwyth,52.4155,-4.0829,5.95,79,51,9.91,GB,1713323531
350,chom thong,18.4174,98.6743,36.16,29,0,1.41,TH,1713323531
351,vychegodskiy,61.247,46.8984,4.45,88,100,3.57,RU,1713323531
352,gofitskoye,45.0792,43.0464,16.27,54,66,1.66,RU,1713323290
353,waddan,29.1614,16.139,17.8,59,0,3.03,LY,1713323531
354,al wajh,26.2455,36.4525,22.97,31,0,2.57,SA,1713323531
355,salcininkai,54.3,25.3833,4.05,93,100,4.64,LT,1713323290
356,san patricio,28.017,-97.5169,24.97,91,100,4.99,US,1713323291
357,plettenberg bay,-34.0527,23.3716,22.33,54,0,3.21,ZA,1713323291
358,tadine,-21.55,167.8833,25.77,60,91,7.02,NC,1713323291
359,al faw,29.9776,48.4741,23.54,47,1,4.76,IQ,1713323291
360,fort st. john,56.2499,-120.8529,0.2,66,23,2.2,CA,1713323291
361,praia da vitoria,38.7333,-27.0667,16.53,96,97,7.89,PT,1713323291
362,boone,39.0334,-92.3335,23.44,62,0,0.45,US,1713323532
363,arica,-18.475,-70.3042,18.75,80,0,0.7,CL,1713323291
364,lavelanet,42.9313,1.8466,7.92,88,100,0.89,FR,1713323533
365,akureyri,65.6835,-18.0878,-5.56,92,100,1.27,IS,1713323292
366,gejiu,23.306,103.1635,24.83,33,45,4.01,CN,1713323533
367,high rock,26.6208,-78.2833,20.01,68,0,6.68,BS,1713323533
368,qarqaraly,49.4058,75.4742,11.48,48,26,6.63,KZ,1713323533
369,makarov,48.6333,142.8,13.1,72,18,3.54,RU,1713323533
370,tofol,5.3248,163.0078,30.88,70,75,2.57,FM,1713323534
371,nova sintra,14.8667,-24.7167,24.51,71,1,7.07,CV,1713323534
372,buala,-8.145,159.5921,29.63,72,58,3.8,SB,1713323293
373,puerto lempira,15.2667,-83.7667,26.04,87,19,3.4,HN,1713323534
374,kani keli,-12.9536,45.1033,25.59,75,94,6.44,YT,1713323294
375,pariaman,-0.619,100.12,31.03,83,100,1.56,ID,1713323294
376,arta,39.1606,20.9853,18.8,90,100,1.0,GR,1713323294
377,nieuw amsterdam,5.8833,-55.0833,26.09,86,99,3.99,SR,1713323294
378,quellon,-43.1167,-73.6167,9.15,92,28,1.36,CL,1713323295
379,dakhla,23.6848,-15.958,18.71,81,0,6.09,EH,1713323295
380,badr hunayn,23.7829,38.7905,25.39,30,41,2.51,SA,1713323295
381,marsabit,2.3284,37.9899,18.63,88,11,5.98,KE,1713323295
382,fortuna foothills,32.6578,-114.4119,27.05,22,0,3.09,US,1713323535
383,glogowek,50.3536,17.8641,6.4,92,98,4.75,PL,1713323296
384,grootfontein,-19.5667,18.1167,20.64,42,95,1.12,NA,1713323535
385,enoch,37.7733,-113.0244,12.49,44,0,3.6,US,1713323536
386,port douglas,-16.4833,145.4667,27.57,70,100,7.18,AU,1713323536
387,aripuana,-9.1667,-60.6333,23.86,96,100,0.44,BR,1713323536
388,maceio,-9.6658,-35.7353,26.69,89,40,1.03,BR,1713323296
389,kampong chhnang,12.1667,104.55,35.83,40,83,5.29,KH,1713323536
390,valencia de alcantara,39.4115,-7.2444,14.4,74,13,0.77,ES,1713323297
391,lyantor,61.6195,72.1555,0.13,98,100,10.56,RU,1713323297
392,amga,60.8953,131.9608,1.96,96,99,3.12,RU,1713323297
393,wangkui,46.8333,126.5,18.5,23,51,3.32,CN,1713323537
394,bereznik,62.8551,42.7072,-3.55,87,100,2.07,RU,1713323298
395,tafuna,-14.3358,-170.72,30.97,79,75,5.14,AS,1713323537
396,mantua,45.1667,10.7833,9.63,83,100,0.96,IT,1713323538
397,el alto,-4.2714,-81.2147,21.81,73,81,6.05,PE,1713323298
398,uturoa,-16.7333,-151.4333,28.26,76,17,6.12,PF,1713323299
399,trinidad,-14.8333,-64.9,23.57,99,72,2.64,BO,1713323538
400,popondetta,-8.7537,148.2534,24.5,99,100,1.29,PG,1713323299
401,sierra grande,-41.606,-65.3557,15.3,41,2,12.18,AR,1713323538
402,alofi,-19.0595,-169.9187,27.94,89,100,3.6,NU,1713323539
403,den burg,53.0542,4.7972,7.2,78,75,3.09,NL,1713323299
404,yangambi,0.8102,24.4336,22.17,98,98,1.03,CD,1713323539
405,togur,58.3631,82.8265,2.3,67,7,5.81,RU,1713323539
406,cide,41.8921,33.0044,17.98,48,100,4.58,TR,1713323300
407,maragogi,-9.0122,-35.2225,26.26,83,100,1.09,BR,1713323539
408,pandan,14.0453,124.1694,29.49,65,44,3.22,PH,1713323300
409,katsuura,35.1333,140.3,19.43,82,11,10.08,JP,1713323540
410,yelizovo,53.1873,158.3805,5.08,65,75,4.0,RU,1713323301
411,turpan,42.9333,89.1667,24.45,23,100,2.09,CN,1713323540
412,sarangani,5.4033,125.4636,27.79,82,98,9.63,PH,1713323301
413,minas de marcona,-15.2119,-75.1103,14.88,87,55,6.12,PE,1713323301
414,zabid,14.1951,43.3152,27.75,72,38,2.75,YE,1713323301
415,grahamstown,-33.3042,26.5328,16.81,69,31,2.4,ZA,1713323302
416,tomatlan,19.9333,-105.25,20.89,72,6,0.7,MX,1713323541
417,kyshtovka,56.555,76.6271,2.97,71,100,8.49,RU,1713323541
418,enewetak,11.3474,162.3373,27.6,79,84,7.24,MH,1713323541
419,palikir - national government center,6.9248,158.1611,30.47,70,100,1.54,FM,1713323541
420,piti village,13.4626,144.6933,31.49,70,20,6.17,GU,1713323541
421,nikol'sk,53.7189,46.0712,7.2,92,100,3.21,RU,1713323303
422,alexandria,31.2156,29.9553,18.29,72,0,4.52,EG,1713323542
423,bodo,67.28,14.405,-0.68,89,0,2.57,NO,1713323303
424,kyren,51.6828,102.1408,1.64,98,100,2.68,RU,1713323304
425,happy valley-goose bay,53.3168,-60.3315,1.45,89,62,1.1,CA,1713323542
426,mahina,-17.5065,-149.489,28.87,74,20,3.09,PF,1713323352
427,joshimath,30.5667,79.5667,16.64,24,50,1.18,IN,1713323304
428,raahe,64.6833,24.4833,-2.95,89,100,5.27,FI,1713323542
429,puerto baquerizo moreno,-0.9,-89.6,23.87,91,75,3.65,EC,1713323304
430,savanna-la-mar,18.219,-78.1332,26.63,82,10,1.73,JM,1713323305
431,kupang,-10.1667,123.5833,34.32,52,20,8.23,ID,1713323305
432,calahorra,42.3051,-1.9652,8.99,68,100,7.75,ES,1713323305
433,shenjiamen,29.9576,122.298,14.94,100,100,1.68,CN,1713323543
434,aquiraz,-3.9014,-38.3911,26.21,88,83,3.35,BR,1713323305
435,dryden,49.7833,-92.7503,7.34,41,100,6.92,CA,1713323306
436,ponnani,10.767,75.9252,30.62,73,99,0.64,IN,1713323306
437,chadan,51.2833,91.5833,7.74,72,100,0.56,RU,1713323544
438,abadeh,31.1608,52.6506,5.44,93,100,5.89,IR,1713323306
439,mikhaylovka,50.06,43.2379,12.66,79,35,3.64,RU,1713323306
440,krumovgrad,41.4667,25.65,15.58,86,88,5.6,BG,1713323544
441,milledgeville,33.0801,-83.2321,19.08,84,0,0.0,US,1713323307
442,nabire,-3.3667,135.4833,26.89,89,100,1.57,ID,1713323307
443,severnoye,56.3491,78.3619,1.66,77,98,7.6,RU,1713323308
444,ak'ordat,15.5486,37.8867,23.1,44,99,0.56,ER,1713323308
445,nicoya,10.1483,-85.452,27.3,64,36,2.39,CR,1713323545
446,mont-tremblant,46.1949,-74.6264,1.44,77,6,1.71,CA,1713323545
447,twon-brass,4.3151,6.2418,28.6,81,99,3.91,NG,1713323308
448,sinop,41.7711,34.8709,17.38,36,100,5.49,TR,1713323308
449,nova vicosa,-17.8919,-39.3719,25.23,73,27,3.05,BR,1713323309
450,svatove,49.4103,38.1503,12.7,76,75,4.06,UA,1713323546
451,as sulayyil,20.4607,45.5779,19.14,43,0,2.21,SA,1713323309
452,suomussalmi,64.8869,28.9078,-9.4,86,100,4.48,FI,1713323546
453,griffith,41.5284,-87.4237,21.27,81,100,6.69,US,1713323546
454,berdigestyakh,62.0989,126.6992,0.37,100,100,4.05,RU,1713323546
455,dolinsk,47.35,142.8,18.18,65,40,2.92,RU,1713323547
456,prince george,53.9166,-122.753,4.58,41,90,2.24,CA,1713323341
457,hanzhong,33.0728,107.0303,21.68,63,97,1.45,CN,1713323547
458,novokhopersk,51.0969,41.6252,10.49,89,39,2.97,RU,1713323310
459,moravsky krumlov,49.0489,16.3117,7.27,82,100,5.66,CZ,1713323311
460,bam,29.106,58.357,12.53,93,100,3.75,IR,1713323547
461,al burayqah,30.4062,19.5739,18.79,72,0,8.82,LY,1713323311
462,port alfred,-33.5906,26.891,20.44,85,29,5.4,ZA,1713323311
463,lincheng,19.9078,109.6858,31.36,50,84,0.21,CN,1713323548
464,flin flon,54.7682,-101.865,0.15,98,100,5.17,CA,1713323474
465,ryotsu-minato,38.0833,138.4333,15.49,65,11,3.28,JP,1713323312
466,tatarsk,55.219,75.9828,6.04,70,100,9.07,RU,1713323312
467,quezon,7.7303,125.0989,33.83,34,100,2.95,PH,1713323549
468,damghan,36.1683,54.348,14.71,36,100,0.51,IR,1713323549
469,east london,-33.0153,27.9116,20.13,87,81,5.33,ZA,1713323313
470,northam,51.0333,-4.2167,8.67,85,82,7.71,GB,1713323313
471,mazyr,52.0495,29.2456,5.58,85,100,2.21,BY,1713323549
472,tegueste,28.5167,-16.3167,20.55,34,0,2.06,ES,1713323550
473,pudozh,61.8099,36.5345,-1.7,97,94,2.68,RU,1713323550
474,vila franca do campo,37.7167,-25.4333,18.27,99,96,4.42,PT,1713323550
475,mendoza,-32.8908,-68.8272,15.57,51,1,1.99,AR,1713323314
476,zhumadian,32.9794,114.0294,21.78,52,100,2.82,CN,1713323314
477,itoman,26.1247,127.6694,28.21,78,40,3.09,JP,1713323315
478,nahiyat al fuhud,30.9697,46.7228,23.33,34,0,6.08,IQ,1713323550
479,port augusta,-32.5,137.7667,21.51,41,4,5.95,AU,1713323315
480,oban,56.4127,-5.4706,4.59,71,26,5.41,GB,1713323315
481,rundu,-17.9333,19.7667,18.25,81,2,2.52,NA,1713323551
482,santiago de cuba,20.0247,-75.8219,26.06,69,40,5.14,CU,1713323551
483,fomboni,-12.28,43.7425,29.43,73,98,4.57,KM,1713323551
484,rawson,-43.3002,-65.1023,14.91,51,71,10.96,AR,1713323316
485,yeppoon,-23.1333,150.7333,22.88,79,65,6.45,AU,1713323552
486,dikirnis,31.0887,31.5943,17.3,82,0,3.35,EG,1713323552
487,ewo,-0.8725,14.8206,23.17,93,100,1.66,CG,1713323552
488,el calafate,-50.3408,-72.2768,7.92,79,3,4.72,AR,1713323317
489,sandpoint,48.2766,-116.5533,5.25,72,100,2.06,US,1713323317
490,vallenar,-28.5708,-70.7581,21.74,29,54,0.92,CL,1713323317
491,loma de cabrera,19.4333,-71.6,22.29,93,59,1.35,DO,1713323317
492,ambon,-3.6954,128.1814,30.08,74,40,1.54,ID,1713323553
493,raduzhny,62.0961,77.475,-0.15,81,95,7.8,RU,1713323318
494,lorengau,-2.0226,147.2712,27.84,84,99,3.33,PG,1713323553
495,talcahuano,-36.7167,-73.1167,12.51,92,52,1.15,CL,1713323318
496,jais,26.25,81.5333,33.23,17,2,6.4,IN,1713323553
497,kanor,24.4333,74.2667,30.74,25,20,3.72,IN,1713323319
498,bonab,37.3404,46.0561,12.27,56,0,1.06,IR,1713323319
499,vershino-darasunskiy,52.35,115.5167,7.01,32,9,6.16,RU,1713323554
500,kashmor,28.4333,69.5833,28.21,25,100,1.44,PK,1713323554
501,qarazhal,48.0078,70.7903,14.75,51,86,8.02,KZ,1713323320
502,ar rutbah,33.0381,40.2848,18.5,44,0,2.72,IQ,1713323555
503,karagay,58.2667,54.9368,4.14,89,62,4.25,RU,1713323320
504,constitucion,-35.3333,-72.4167,12.93,73,10,2.49,CL,1713323555
505,neryungri,56.6709,124.6491,-2.12,93,100,5.42,RU,1713323555
506,aitape,-3.1374,142.3475,27.77,81,100,1.2,PG,1713323321
507,palmer,42.1584,-72.3287,13.23,61,20,2.57,US,1713323321
508,belmonte,-15.8631,-38.8828,24.6,89,42,3.69,BR,1713323321
509,kabompo,-13.5927,24.2008,18.44,96,98,2.04,ZM,1713323556
510,cam ranh,11.9214,109.1591,30.98,62,20,3.09,VN,1713323556
511,gaspe,48.8334,-64.4819,2.3,99,100,2.08,CA,1713323321
512,la manga del mar menor,37.6413,-0.7165,17.93,96,0,4.47,ES,1713323556
513,mizhhirya,48.5246,23.5056,4.42,96,100,1.8,UA,1713323556
514,mombasa,-4.0547,39.6636,25.8,81,100,8.03,KE,1713323556
515,carolina,18.3808,-65.9574,26.53,87,75,3.09,PR,1713323557
516,santo antonio,-6.3106,-35.4789,23.67,96,100,2.57,BR,1713323322
517,sucre,-19.0333,-65.2627,13.58,71,0,2.33,BO,1713323322
518,al fulah,11.7329,28.3579,24.51,12,81,4.39,SD,1713323323
519,boyolangu,-8.1181,111.8935,27.57,86,99,5.44,ID,1713323557
520,poronaysk,49.2167,143.1167,10.27,73,13,4.93,RU,1713323557
521,port saint john's,-31.6229,29.5448,19.54,88,28,4.73,ZA,1713323557
522,kalevala,65.2,31.1667,-9.39,86,100,4.92,RU,1713323558
523,spring creek,40.7266,-115.5859,11.6,61,100,2.64,US,1713323324
524,navrongo,10.8956,-1.0921,31.05,16,95,2.74,GH,1713323558
525,revda,56.801,59.9303,4.59,86,75,5.05,RU,1713323558
526,kuanda,56.3161,116.0806,0.8,46,100,6.01,RU,1713323324
527,bubaque,11.2833,-15.8333,25.19,73,1,4.51,GW,1713323559
528,san andres,12.5847,-81.7006,28.01,78,40,5.14,CO,1713323403
529,corner brook,48.9667,-57.9484,4.89,98,99,1.25,CA,1713323325
530,frome,51.2283,-2.3221,7.23,90,10,3.23,GB,1713323559
531,wuwei,37.9281,102.6414,19.9,18,9,1.46,CN,1713323325
532,egilsstadir,65.2653,-14.3948,-1.65,84,100,3.4,IS,1713323559
533,port-vila,-17.7338,168.3219,26.84,81,95,8.72,VU,1713323323
534,brookings,44.3114,-96.7984,10.66,94,20,3.6,US,1713323253
535,vryburg,-26.9566,24.7284,14.9,86,100,5.66,ZA,1713323560
536,kaohsiung,22.6163,120.3133,30.05,71,40,3.09,TW,1713323326
537,cidreira,-30.1811,-50.2056,21.19,90,100,6.62,BR,1713323326
538,alappuzha,9.49,76.3264,31.67,72,100,1.32,IN,1713323327
539,cascais,38.6979,-9.4215,16.64,84,100,8.05,PT,1713323327
540,kolondieba,11.0882,-6.8926,28.11,18,24,2.06,ML,1713323327
541,livingston,55.9029,-3.5226,3.45,80,0,4.63,GB,1713323327
542,fauske,67.2588,15.3918,-0.68,86,59,3.23,NO,1713323561
543,kanchanaburi,14.6333,99.1,32.18,51,66,2.0,TH,1713323328
544,garachico,28.7781,-17.7646,19.06,30,0,1.03,ES,1713323328
545,great bend,38.3645,-98.7648,17.56,59,0,3.09,US,1713323328
546,salalah,17.0151,54.0924,28.05,83,40,2.06,OM,1713323329
547,argo,37.6333,22.7333,17.84,57,93,1.3,GR,1713323561
548,shiguai,40.7058,110.2856,19.71,11,6,2.07,CN,1713323329
549,kerikeri,-35.2268,173.9474,22.03,47,75,2.81,NZ,1713323329
550,vila velha,-20.3297,-40.2925,23.97,93,75,2.57,BR,1713323562
551,souillac,-20.5167,57.5167,21.3,76,97,8.06,MU,1713323329
552,zaozersk,69.4005,32.4476,-6.6,83,100,1.74,RU,1713323562
553,verkhnevilyuysk,63.4453,120.3167,-2.6,93,100,6.08,RU,1713323562
554,chadron,42.8294,-102.9999,13.86,54,0,4.63,US,1713323562
555,st. john's,47.5649,-52.7093,7.86,96,100,0.89,CA,1713323563
556,meizhou,24.2977,116.1072,31.06,55,19,4.14,CN,1713323563
